X,CH1,
Second,Volt,
0,0.035,
0.000002,0.0409,
0.00000399,0.0467,
0.000006,0.0642,
0.000008,0.07,
0.00001,0.0759,
0.000012,0.0817,
0.000014,0.0876,
0.000016,0.0934,
0.000018,0.105,
0.00002,0.111,
0.000022,0.117,
0.000024,0.128,
0.000026,0.134,
0.000028,0.14,
0.00003,0.146,
0.000032,0.158,
0.000034,0.164,
0.000036,0.169,
0.000038,0.175,
0.00004,0.187,
0.000042,0.187,
0.000044,0.193,
0.000046,0.199,
0.000048,0.204,
0.00005,0.21,
0.000052,0.216,
0.000054,0.228,
0.000056,0.228,
0.000058,0.234,
0.00006,0.239,
0.000062,0.245,
0.000064,0.251,
0.000066,0.263,
0.000068,0.269,
0.00007,0.269,
0.000072,0.274,
0.000074,0.274,
0.000076,0.292,
0.000078,0.292,
0.00008,0.298,
0.000082,0.304,
0.000084,0.315,
0.000086,0.315,
0.000088,0.315,
0.00009,0.321,
0.000092,0.333,
0.000094,0.333,
0.000096,0.339,
0.000098,0.345,
0.0001,0.35,
0.000102,0.356,
0.000104,0.356,
0.000106,0.362,
0.000108,0.362,
0.00011,0.374,
0.000112,0.385,
0.000114,0.391,
0.000116,0.391,
0.000118,0.397,
0.00012,0.397,
0.000122,0.403,
0.000124,0.415,
0.000126,0.415,
0.000128,0.415,
0.00013,0.42,
0.000132,0.426,
0.000134,0.432,
0.000136,0.438,
0.000138,0.438,
0.00014,0.444,
0.000142,0.45,
0.000144,0.444,
0.000146,0.45,
0.000148,0.461,
0.00015,0.473,
0.000152,0.467,
0.000154,0.467,
0.000156,0.479,
0.000158,0.479,
0.00016,0.479,
0.000162,0.496,
0.000164,0.496,
0.000166,0.502,
0.000168,0.502,
0.00017,0.502,
0.000172,0.502,
0.000174,0.514,
0.000176,0.52,
0.000178,0.52,
0.00018,0.526,
0.000182,0.526,
0.000184,0.531,
0.000186,0.543,
0.000188,0.543,
0.00019,0.543,
0.000192,0.543,
0.000194,0.549,
0.000196,0.555,
0.000198,0.555,
0.0002,0.561,
0.000202,0.566,
0.000204,0.566,
0.000206,0.566,
0.000208,0.578,
0.00021,0.572,
0.000212,0.578,
0.000214,0.584,
0.000216,0.584,
0.000218,0.59,
0.00022,0.59,
0.000222,0.596,
0.000224,0.602,
0.000226,0.607,
0.000228,0.607,
0.00023,0.607,
0.000232,0.607,
0.000234,0.613,
0.000236,0.625,
0.000238,0.619,
0.00024,0.625,
0.000242,0.625,
0.000244,0.625,
0.000246,0.631,
0.000248,0.642,
0.00025,0.637,
0.000252,0.642,
0.000254,0.648,
0.000256,0.648,
0.000258,0.648,
0.00026,0.648,
0.000262,0.654,
0.000264,0.654,
0.000266,0.66,
0.000268,0.666,
0.00027,0.666,
0.000272,0.666,
0.000274,0.677,
0.000276,0.672,
0.000278,0.666,
0.00028,0.683,
0.000282,0.683,
0.000284,0.677,
0.000286,0.683,
0.000288,0.689,
0.00029,0.689,
0.000292,0.701,
0.000294,0.695,
0.000296,0.689,
0.000298,0.701,
0.0003,0.707,
0.000302,0.707,
0.000304,0.707,
0.000306,0.712,
0.000308,0.707,
0.00031,0.707,
0.000312,0.718,
0.000314,0.724,
0.000316,0.724,
0.000318,0.73,
0.00032,0.73,
0.000322,0.73,
0.000324,0.736,
0.000326,0.73,
0.000328,0.736,
0.00033,0.736,
0.000332,0.742,
0.000334,0.736,
0.000336,0.742,
0.000338,0.742,
0.00034,0.742,
0.000342,0.753,
0.000344,0.753,
0.000346,0.748,
0.000348,0.753,
0.00035,0.753,
0.000352,0.759,
0.000354,0.759,
0.000356,0.759,
0.000358,0.765,
0.00036,0.765,
0.000362,0.771,
0.000364,0.771,
0.000366,0.765,
0.000368,0.771,
0.00037,0.771,
0.000372,0.771,
0.000374,0.771,
0.000376,0.777,
0.000378,0.783,
0.00038,0.783,
0.000382,0.777,
0.000384,0.783,
0.000386,0.788,
0.000388,0.794,
0.00039,0.788,
0.000392,0.794,
0.000394,0.794,
0.000396,0.794,
0.000398,0.794,
0.0004,0.794,
0.000402,0.794,
0.000404,0.794,
0.000406,0.8,
0.000408,0.8,
0.00041,0.806,
0.000412,0.812,
0.000414,0.812,
0.000416,0.806,
0.000418,0.812,
0.00042,0.812,
0.000422,0.812,
0.000424,0.818,
0.000426,0.818,
0.000428,0.812,
0.00043,0.818,
0.000432,0.818,
0.000434,0.812,
0.000436,0.823,
0.000438,0.823,
0.00044,0.818,
0.000442,0.829,
0.000444,0.829,
0.000446,0.829,
0.000448,0.835,
0.00045,0.829,
0.000452,0.823,
0.000454,0.835,
0.000456,0.835,
0.000458,0.835,
0.00046,0.835,
0.000462,0.841,
0.000464,0.841,
0.000466,0.841,
0.000468,0.841,
0.00047,0.841,
0.000472,0.841,
0.000474,0.841,
0.000476,0.853,
0.000478,0.847,
0.00048,0.853,
0.000482,0.853,
0.000484,0.853,
0.000486,0.853,
0.000488,0.853,
0.00049,0.853,
0.000492,0.853,
0.000494,0.858,
0.000496,0.853,
0.000498,0.858,
0.0005,0.864,
0.000502,0.858,
0.000504,0.858,
0.000506,0.864,
0.000508,0.864,
0.00051,0.864,
0.000512,0.87,
0.000514,0.87,
0.000516,0.87,
0.000518,0.87,
0.00052,0.87,
0.000522,0.87,
0.000524,0.87,
0.000526,0.876,
0.000528,0.876,
0.00053,0.876,
0.000532,0.876,
0.000534,0.876,
0.000536,0.876,
0.000538,0.876,
0.00054,0.876,
0.000542,0.876,
0.000544,0.876,
0.000546,0.876,
0.000548,0.876,
0.00055,0.876,
0.000552,0.876,
0.000554,0.876,
0.000556,0.876,
0.000558,0.882,
0.00056,0.894,
0.000562,0.888,
0.000564,0.888,
0.000566,0.888,
0.000568,0.894,
0.00057,0.888,
0.000572,0.894,
0.000574,0.899,
0.000576,0.894,
0.000578,0.894,
0.00058,0.899,
0.000582,0.899,
0.000584,0.899,
0.000586,0.899,
0.000588,0.899,
0.00059,0.899,
0.000592,0.899,
0.000594,0.899,
0.000596,0.899,
0.000598,0.899,
0.0006,0.905,
0.000602,0.905,
0.000604,0.905,
0.000606,0.905,
0.000608,0.905,
0.00061,0.905,
0.000612,0.917,
0.000614,0.911,
0.000616,0.911,
0.000618,0.911,
0.00062,0.917,
0.000622,0.917,
0.000624,0.911,
0.000626,0.923,
0.000628,0.917,
0.00063,0.911,
0.000632,0.917,
0.000634,0.917,
0.000636,0.917,
0.000638,0.917,
0.00064,0.917,
0.000642,0.917,
0.000644,0.917,
0.000646,0.917,
0.000648,0.923,
0.00065,0.923,
0.000652,0.923,
0.000654,0.917,
0.000656,0.923,
0.000658,0.929,
0.00066,0.923,
0.000662,0.923,
0.000664,0.929,
0.000666,0.929,
0.000668,0.923,
0.00067,0.929,
0.000672,0.934,
0.000674,0.934,
0.000676,0.929,
0.000678,0.929,
0.00068,0.934,
0.000682,0.929,
0.000684,0.934,
0.000686,0.94,
0.000688,0.94,
0.00069,0.934,
0.000692,0.934,
0.000694,0.934,
0.000696,0.929,
0.000698,0.94,
0.0007,0.94,
0.000702,0.94,
0.000704,0.934,
0.000706,0.934,
0.000708,0.934,
0.00071,0.94,
0.000712,0.94,
0.000714,0.94,
0.000716,0.934,
0.000718,0.94,
0.00072,0.94,
0.000722,0.94,
0.000724,0.94,
0.000726,0.94,
0.000728,0.94,
0.00073,0.94,
0.000732,0.94,
0.000734,0.94,
0.000736,0.946,
0.000738,0.94,
0.00074,0.94,
0.000742,0.946,
0.000744,0.94,
0.000746,0.94,
0.000748,0.946,
0.00075,0.952,
0.000752,0.94,
0.000754,0.946,
0.000756,0.946,
0.000758,0.94,
0.00076,0.94,
0.000762,0.952,
0.000764,0.946,
0.000766,0.94,
0.000768,0.946,
0.00077,0.946,
0.000772,0.946,
0.000774,0.952,
0.000776,0.952,
0.000778,0.952,
0.00078,0.952,
0.000782,0.946,
0.000784,0.952,
0.000786,0.946,
0.000788,0.952,
0.00079,0.958,
0.000792,0.952,
0.000794,0.952,
0.000796,0.946,
0.000798,0.952,
0.0008,0.952,
0.000802,0.958,
0.000804,0.958,
0.000806,0.958,
0.000808,0.952,
0.00081,0.952,
0.000812,0.958,
0.000814,0.958,
0.000816,0.958,
0.000818,0.958,
0.00082,0.958,
0.000822,0.958,
0.000824,0.958,
0.000826,0.958,
0.000828,0.958,
0.00083,0.958,
0.000832,0.958,
0.000834,0.958,
0.000836,0.964,
0.000838,0.958,
0.00084,0.958,
0.000842,0.958,
0.000844,0.958,
0.000846,0.958,
0.000848,0.958,
0.00085,0.958,
0.000852,0.964,
0.000854,0.958,
0.000856,0.958,
0.000858,0.958,
0.00086,0.964,
0.000862,0.964,
0.000864,0.958,
0.000866,0.958,
0.000868,0.958,
0.00087,0.964,
0.000872,0.969,
0.000874,0.969,
0.000876,0.964,
0.000878,0.964,
0.00088,0.969,
0.000882,0.969,
0.000884,0.964,
0.000886,0.964,
0.000888,0.969,
0.00089,0.969,
0.000892,0.969,
0.000894,0.964,
0.000896,0.969,
0.000898,0.975,
0.0009,0.964,
0.000902,0.964,
0.000904,0.969,
0.000906,0.969,
0.000908,0.964,
0.00091,0.964,
0.000912,0.969,
0.000914,0.975,
0.000916,0.964,
0.000918,0.969,
0.00092,0.975,
0.000922,0.969,
0.000924,0.964,
0.000926,0.975,
0.000928,0.975,
0.00093,0.975,
0.000932,0.975,
0.000934,0.975,
0.000936,0.969,
0.000938,0.975,
0.00094,0.975,
0.000942,0.969,
0.000944,0.975,
0.000946,0.981,
0.000948,0.975,
0.00095,0.969,
0.000952,0.969,
0.000954,0.975,
0.000956,0.975,
0.000958,0.975,
0.00096,0.975,
0.000962,0.975,
0.000964,0.981,
0.000966,0.975,
0.000968,0.975,
0.00097,0.981,
0.000972,0.981,
0.000974,0.981,
0.000976,0.975,
0.000978,0.975,
0.00098,0.981,
0.000982,0.975,
0.000984,0.975,
0.000986,0.981,
0.000988,0.981,
0.00099,0.975,
0.000992,0.975,
0.000994,0.981,
0.000996,0.981,
0.000996,0.981,
0.000996,0.975,
0.001006,0.975,
0.001006,0.981,
0.001006,0.981,
0.001006,0.981,
0.001006,0.981,
0.001016,0.981,
0.001016,0.981,
0.001016,0.981,
0.001016,0.981,
0.001016,0.975,
0.001026,0.981,
0.001026,0.981,
0.001026,0.975,
0.001026,0.981,
0.001026,0.981,
0.001036,0.981,
0.001036,0.981,
0.001036,0.975,
0.001036,0.981,
0.001036,0.981,
0.001046,0.981,
0.001046,0.981,
0.001046,0.975,
0.001046,0.981,
0.001046,0.981,
0.001056,0.981,
0.001056,0.975,
0.001056,0.981,
0.001056,0.987,
0.001056,0.981,
0.001066,0.975,
0.001066,0.981,
0.001066,0.981,
0.001066,0.981,
0.001066,0.981,
0.001076,0.981,
0.001076,0.981,
0.001076,0.981,
0.001076,0.981,
0.001076,0.981,
0.001086,0.981,
0.001086,0.987,
0.001086,0.981,
0.001086,0.981,
0.001086,0.981,
0.001096,0.987,
0.001096,0.987,
0.001096,0.981,
0.001096,0.981,
0.001096,0.981,
0.001106,0.981,
0.001106,0.981,
0.001106,0.981,
0.001106,0.981,
0.001106,0.981,
0.001116,0.981,
0.001116,0.981,
0.001116,0.981,
0.001116,0.981,
0.001116,0.981,
0.001126,0.981,
0.001126,0.981,
0.001126,0.981,
0.001126,0.981,
0.001126,0.981,
0.001136,0.987,
0.001136,0.981,
0.001136,0.981,
0.001136,0.987,
0.001136,0.993,
0.001146,0.993,
0.001146,0.981,
0.001146,0.981,
0.001146,0.993,
0.001146,0.993,
0.001156,0.987,
0.001156,0.981,
0.001156,0.987,
0.001156,0.987,
0.001156,0.981,
0.001166,0.993,
0.001166,0.987,
0.001166,0.987,
0.001166,0.987,
0.001166,0.981,
0.001176,0.987,
0.001176,0.987,
0.001176,0.981,
0.001176,0.987,
0.001176,0.993,
0.001186,0.987,
0.001186,0.981,
0.001186,0.987,
0.001186,0.993,
0.001186,0.993,
0.001196,0.987,
0.001196,0.987,
0.001196,0.987,
0.001196,0.987,
0.001196,0.993,
0.001206,0.993,
0.001206,0.987,
0.001206,0.981,
0.001206,0.987,
0.001206,0.999,
0.001216,0.993,
0.001216,0.987,
0.001216,0.981,
0.001216,0.987,
0.001216,0.993,
0.001226,0.993,
0.001226,0.987,
0.001226,0.987,
0.001226,0.993,
0.001226,0.993,
0.001236,0.993,
0.001236,0.993,
0.001236,0.993,
0.001236,0.993,
0.001236,0.987,
0.001246,0.987,
0.001246,0.987,
0.001246,0.987,
0.001246,0.987,
0.001246,0.999,
0.001256,0.999,
0.001256,0.987,
0.001256,0.981,
0.001256,0.987,
0.001256,0.993,
0.001266,0.993,
0.001266,0.993,
0.001266,0.987,
0.001266,0.987,
0.001266,0.987,
0.001276,0.993,
0.001276,0.993,
0.001276,0.993,
0.001276,0.987,
0.001276,0.987,
0.001286,0.993,
0.001286,0.993,
0.001286,0.981,
0.001286,0.987,
0.001286,0.987,
0.001296,0.993,
0.001296,0.993,
0.001296,0.987,
0.001296,0.993,
0.001296,0.987,
0.001306,0.987,
0.001306,0.993,
0.001306,0.993,
0.001306,0.993,
0.001306,0.993,
0.001316,0.999,
0.001316,0.993,
0.001316,0.993,
0.001316,0.987,
0.001316,0.987,
0.001326,0.993,
0.001326,0.999,
0.001326,0.993,
0.001326,0.993,
0.001326,0.987,
0.001336,0.987,
0.001336,0.993,
0.001336,0.999,
0.001336,0.993,
0.001336,0.993,
0.001346,0.993,
0.001346,0.993,
0.001346,0.987,
0.001346,0.993,
0.001346,0.993,
0.001356,0.993,
0.001356,0.993,
0.001356,0.999,
0.001356,0.999,
0.001356,0.993,
0.001366,0.993,
0.001366,0.999,
0.001366,0.999,
0.001366,0.993,
0.001366,0.993,
0.001376,0.993,
0.001376,0.993,
0.001376,0.993,
0.001376,0.993,
0.001376,0.999,
0.001386,0.999,
0.001386,0.993,
0.001386,0.993,
0.001386,0.993,
0.001386,0.999,
0.001396,0.999,
0.001396,0.999,
0.001396,0.993,
0.001396,0.993,
0.001396,0.999,
0.001406,0.999,
0.001406,0.993,
0.001406,0.993,
0.001406,0.999,
0.001406,0.993,
0.001416,0.999,
0.001416,0.999,
0.001416,0.999,
0.001416,0.999,
0.001416,0.993,
0.001426,0.993,
0.001426,0.999,
0.001426,1,
0.001426,0.999,
0.001426,0.993,
0.001436,0.987,
0.001436,0.993,
0.001436,0.999,
0.001436,0.999,
0.001436,0.999,
0.001446,0.999,
0.001446,0.993,
0.001446,0.993,
0.001446,0.999,
0.001446,0.999,
0.001456,0.999,
0.001456,0.999,
0.001456,0.993,
0.001456,0.993,
0.001456,0.993,
0.001466,0.999,
0.001466,0.999,
0.001466,0.999,
0.001466,0.993,
0.001466,0.999,
0.001476,0.999,
0.001476,0.999,
0.001476,0.999,
0.001476,0.993,
0.001476,0.993,
0.001486,0.999,
0.001486,0.999,
0.001486,0.999,
0.001486,0.999,
0.001486,0.999,
0.001496,0.993,
0.001496,0.993,
0.001496,0.993,
0.001496,0.999,
0.001496,0.999,
0.001506,0.993,
0.001506,0.993,
0.001506,0.993,
0.001506,0.999,
0.001506,0.999,
0.001516,0.999,
0.001516,0.999,
0.001516,0.999,
0.001516,0.993,
0.001516,0.993,
0.001526,0.987,
0.001526,0.999,
0.001526,0.999,
0.001526,0.999,
0.001526,0.999,
0.001536,0.993,
0.001536,0.993,
0.001536,0.999,
0.001536,0.999,
0.001536,0.999,
0.001546,0.993,
0.001546,0.993,
0.001546,0.999,
0.001546,0.999,
0.001546,0.999,
0.001556,0.993,
0.001556,0.999,
0.001556,0.999,
0.001556,0.999,
0.001556,0.993,
0.001566,0.993,
0.001566,0.993,
0.001566,0.999,
0.001566,0.999,
0.001566,0.993,
0.001576,0.993,
0.001576,0.993,
0.001576,0.999,
0.001576,0.999,
0.001576,0.993,
0.001586,0.993,
0.001586,0.993,
0.001586,0.999,
0.001586,0.999,
0.001586,0.999,
0.001596,0.999,
0.001596,0.993,
0.001596,0.993,
0.001596,0.999,
0.001596,1,
0.001606,0.999,
0.001606,0.993,
0.001606,0.993,
0.001606,0.999,
0.001606,0.999,
0.001616,1,
0.001616,0.999,
0.001616,0.993,
0.001616,0.993,
0.001616,0.999,
0.001626,0.999,
0.001626,0.999,
0.001626,0.999,
0.001626,0.999,
0.001626,0.993,
0.001636,0.999,
0.001636,0.999,
0.001636,0.999,
0.001636,0.999,
0.001636,0.999,
0.001646,0.999,
0.001646,0.999,
0.001646,0.999,
0.001646,0.999,
0.001646,0.999,
0.001656,1,
0.001656,0.999,
0.001656,0.999,
0.001656,0.993,
0.001656,0.993,
0.001666,0.999,
0.001666,0.999,
0.001666,0.999,
0.001666,0.999,
0.001666,0.993,
0.001676,0.993,
0.001676,0.999,
0.001676,0.999,
0.001676,0.999,
0.001676,0.999,
0.001686,0.999,
0.001686,0.999,
0.001686,0.999,
0.001686,0.999,
0.001686,0.999,
0.001696,0.993,
0.001696,0.993,
0.001696,0.999,
0.001696,0.999,
0.001696,0.999,
0.001706,0.999,
0.001706,0.999,
0.001706,0.999,
0.001706,0.999,
0.001706,0.999,
0.001716,0.999,
0.001716,0.993,
0.001716,0.999,
0.001716,0.999,
0.001716,0.999,
0.001726,0.999,
0.001726,0.999,
0.001726,0.993,
0.001726,0.993,
0.001726,0.999,
0.001736,1,
0.001736,0.999,
0.001736,0.999,
0.001736,0.999,
0.001736,0.999,
0.001746,0.999,
0.001746,0.999,
0.001746,0.999,
0.001746,0.999,
0.001746,0.999,
0.001756,0.999,
0.001756,0.999,
0.001756,0.999,
0.001756,0.999,
0.001756,0.999,
0.001766,0.999,
0.001766,0.999,
0.001766,0.999,
0.001766,0.999,
0.001766,0.999,
0.001776,0.999,
0.001776,0.999,
0.001776,0.999,
0.001776,0.999,
0.001776,0.999,
0.001786,0.993,
0.001786,0.999,
0.001786,0.999,
0.001786,0.999,
0.001786,0.999,
0.001796,0.999,
0.001796,0.999,
0.001796,0.999,
0.001796,0.993,
0.001796,0.999,
0.001806,1,
0.001806,1,
0.001806,0.999,
0.001806,0.999,
0.001806,0.993,
0.001816,0.999,
0.001816,0.999,
0.001816,0.999,
0.001816,0.999,
0.001816,0.999,
0.001826,0.993,
0.001826,0.993,
0.001826,0.993,
0.001826,0.999,
0.001826,0.999,
0.001836,0.999,
0.001836,0.999,
0.001836,0.999,
0.001836,0.999,
0.001836,0.999,
0.001846,0.999,
0.001846,0.999,
0.001846,0.999,
0.001846,0.999,
0.001846,0.993,
0.001856,0.999,
0.001856,0.999,
0.001856,0.999,
0.001856,0.999,
0.001856,0.999,
0.001866,0.999,
0.001866,0.999,
0.001866,0.999,
0.001866,0.999,
0.001866,0.999,
0.001876,0.999,
0.001876,0.999,
0.001876,0.999,
0.001876,0.999,
0.001876,0.999,
0.001886,0.999,
0.001886,0.999,
0.001886,0.999,
0.001886,0.999,
0.001886,0.999,
0.001896,0.999,
0.001896,0.999,
0.001896,0.999,
0.001896,0.999,
0.001896,0.999,
0.001906,0.999,
0.001906,0.999,
0.001906,0.999,
0.001906,0.999,
0.001906,0.999,
0.001916,0.999,
0.001916,0.999,
0.001916,0.999,
0.001916,0.999,
0.001916,0.999,
0.001926,0.999,
0.001926,0.999,
0.001926,0.999,
0.001926,0.999,
0.001926,0.999,
0.001936,0.999,
0.001936,0.999,
0.001936,0.999,
0.001936,0.999,
0.001936,0.999,
0.001946,0.999,
0.001946,0.999,
0.001946,0.999,
0.001946,0.999,
0.001946,0.999,
0.001956,0.999,
0.001956,0.999,
0.001956,0.999,
0.001956,0.999,
0.001956,0.999,
0.001966,0.999,
0.001966,0.999,
0.001966,0.999,
0.001966,0.999,
0.001966,0.999,
0.001976,0.999,
0.001976,0.999,
0.001976,0.999,
0.001976,0.999,
0.001976,0.993,
0.001986,0.999,
0.001986,1,
0.001986,0.999,
0.001986,0.999,
0.001986,0.999,
0.001996,0.999,
0.001996,0.999,
0.001996,0.999,
0.001996,0.999,
0.001996,0.999,
0.002006,0.999,
0.002006,0.999,
0.002006,0.999,
0.002006,0.999,
0.002006,0.999,
0.002016,0.999,
0.002016,0.999,
0.002016,0.999,
0.002016,0.999,
0.002016,0.999,
0.002026,1,
0.002026,0.999,
0.002026,0.999,
0.002026,0.999,
0.002026,0.999,
0.002036,1,
0.002036,1,
0.002036,0.999,
0.002036,0.999,
0.002036,0.999,
0.002046,0.999,
0.002046,0.999,
0.002046,1,
0.002046,1,
0.002046,1,
0.002056,0.999,
0.002056,0.999,
0.002056,0.999,
0.002056,0.999,
0.002056,0.999,
0.002066,0.999,
0.002066,1,
0.002066,1,
0.002066,0.999,
0.002066,0.999,
0.002076,0.999,
0.002076,0.999,
0.002076,0.999,
0.002076,0.999,
0.002076,0.999,
0.002086,0.999,
0.002086,0.999,
0.002086,0.999,
0.002086,1,
0.002086,0.999,
0.002096,0.999,
0.002096,0.999,
0.002096,0.999,
0.002096,0.999,
0.002096,0.999,
0.002106,0.999,
0.002106,0.999,
0.002106,0.999,
0.002106,1,
0.002106,0.999,
0.002116,0.999,
0.002116,0.999,
0.002116,0.999,
0.002116,0.999,
0.002116,0.999,
0.002126,0.999,
0.002126,0.999,
0.002126,0.999,
0.002126,0.999,
0.002126,0.999,
0.002136,0.999,
0.002136,1,
0.002136,0.999,
0.002136,0.999,
0.002136,0.999,
0.002146,0.999,
0.002146,0.999,
0.002146,0.999,
0.002146,0.999,
0.002146,0.999,
0.002156,0.999,
0.002156,0.999,
0.002156,0.999,
0.002156,0.999,
0.002156,0.999,
0.002166,0.999,
0.002166,0.999,
0.002166,0.999,
0.002166,0.999,
0.002166,0.999,
0.002176,0.999,
0.002176,0.999,
0.002176,0.999,
0.002176,0.999,
0.002176,1.01,
0.002186,1,
0.002186,0.999,
0.002186,0.999,
0.002186,0.999,
0.002186,0.999,
0.002196,0.999,
0.002196,0.993,
0.002196,0.999,
0.002196,0.999,
0.002196,0.999,
0.002206,0.999,
0.002206,0.999,
0.002206,0.999,
0.002206,0.999,
0.002206,0.999,
0.002216,0.999,
0.002216,0.999,
0.002216,0.999,
0.002216,0.999,
0.002216,0.999,
0.002226,0.999,
0.002226,0.999,
0.002226,0.999,
0.002226,0.999,
0.002226,0.999,
0.002236,0.999,
0.002236,0.999,
0.002236,0.999,
0.002236,0.999,
0.002236,0.999,
0.002246,0.999,
0.002246,0.999,
0.002246,1.01,
0.002246,0.999,
0.002246,0.999,
0.002256,0.993,
0.002256,0.999,
0.002256,0.999,
0.002256,0.999,
0.002256,0.999,
0.002266,0.999,
0.002266,0.999,
0.002266,0.999,
0.002266,0.999,
0.002266,0.999,
0.002276,0.999,
0.002276,0.999,
0.002276,0.999,
0.002276,0.999,
0.002276,0.999,
0.002286,0.999,
0.002286,0.999,
0.002286,0.999,
0.002286,0.999,
0.002286,0.999,
0.002296,0.999,
0.002296,0.999,
0.002296,0.999,
0.002296,0.999,
